10,30044
60,30244
110,30444
160,30644
210,30844
260,31044
310,31244
360,31444
410,31644
460,31844
510,32044
560,32244
610,32444
660,32644
710,32844
760,33044
810,33244
860,33444
910,33644
960,33844
1010,34044
1060,34244
1110,34444
1160,34644
1210,34844
1260,35044
1310,35244
1360,35444
1410,35644
1460,35844
1510,36044
1560,36244
1610,36444
1660,36644
1710,36844
1760,37044
1810,37244
1860,37444
1910,37644
1960,37844
2010,38044
2060,38244
2110,38444
2160,38644
2210,38844
2260,39044
2310,39244
2360,39444
2410,39644
2460,39844
2510,40044
2560,40244
2610,40444
2660,40644
2710,40844
2760,41044
2810,41244
2860,41444
2910,41644
2960,41844
3010,42044
3060,42244
3110,42444
3160,42644
3210,42844
3260,43044
3310,43244
3360,43444
3410,43644
3460,43844
3510,44044
3560,44244
3610,44444
3660,44644
3710,44844
3760,45044
3810,45244
3860,45444
3910,45644
3960,45844
4010,46044
4060,46244
4110,46444
4160,46644
4210,46844
4260,47044
4310,47244
4360,47444
4410,47644
4460,47844
4510,48044
4560,48244
4610,48444
4660,48644
4710,48844
4760,49044
4810,49244
4860,49444
4910,49644
4960,49844
5010,50044
5060,50244
5110,50444
5160,50644
5210,50844
5260,51044
5310,51244
5360,51444
5410,51644
5460,51844
5510,52044
5560,52244
5610,52444
5660,52644
5710,52844
5760,53044
5810,53244
5860,53444
5910,53644
5960,53844
6010,54044
6060,54244
6110,54444
6160,54644
6210,54844
6260,55044
6310,55244
6360,55444
6410,55644
6460,55844
6510,56044
6560,56244
6610,56444
6660,56644
6710,56844
6760,57044
6810,57244
6860,57444
6910,57644
6960,57844
7010,58044
7060,58244
7110,58444
7160,58644
7210,58844
7260,59044
7310,59244
7360,59444
7410,59644
7460,59844
7510,60044
7560,60244
7610,60444
7660,60644
7710,60844
7760,61044
7810,61244
7860,61444
7910,61644
7960,61844
8010,62044
8060,62244
8110,62444
8160,62644
8210,62844
8260,63044
8310,63244
8360,63444
8410,63644
8460,63844
8510,64044
8560,64244
8610,64444
8660,64644
8710,64844
8760,65044
8810,65244
8860,65444
8910,65644
8960,65844
9010,66044
9060,66244
9110,66444
9160,66644
9210,66844
9260,67044
9310,67244
9360,67444
9410,67644
9460,67844
9510,68044
9560,68244
9610,68444
9660,68644
9710,68844
9760,69044
9810,69244
9860,69444
9910,69644
9960,69844
10000,70004
