10,167
60,768
110,1369
160,1969
210,2569
260,3170
310,3770
360,4370
410,4970
460,5570
510,6170
560,6770
610,7370
660,7970
710,8570
760,9170
810,9770
860,10370
910,10970
960,11571
1010,12171
1060,12771
1110,13371
1160,13971
1210,14571
1260,15171
1310,15771
1360,16371
1410,16971
1460,17571
1510,18171
1560,18771
1610,19371
1660,19971
1710,20571
1760,21171
1810,21771
1860,22371
1910,22971
1960,23571
2010,24171
2060,24771
2110,25371
2160,25971
2210,26571
2260,27171
2310,27771
2360,28371
2410,28971
2460,29572
2510,30172
2560,30772
2610,31372
2660,31972
2710,32572
2760,33172
2810,33772
2860,34372
2910,34972
2960,35572
3010,36172
3060,36772
3110,37372
3160,37972
3210,38572
3260,39172
3310,39772
3360,40372
3410,40972
3460,41572
3510,42172
3560,42772
3610,43372
3660,43972
3710,44572
3760,45172
3810,45772
3860,46372
3910,46972
3960,47572
4010,48172
4060,48772
4110,49372
4160,49972
4210,50572
4260,51172
4310,51772
4360,52372
4410,52972
4460,53572
4510,54172
4560,54772
4610,55372
4660,69964
4710,70714
4760,71464
4810,72214
4860,72964
4910,73714
4960,74464
5010,75214
5060,75964
5110,76714
5160,77464
5210,78214
5260,78964
5310,79714
5360,80464
5410,81214
5460,81964
5510,82714
5560,83464
5610,84214
5660,84964
5710,85714
5760,86464
5810,87214
5860,87964
5910,88714
5960,89464
6010,90214
6060,90964
6110,91714
6160,92464
6210,93214
6260,93964
6310,94714
6360,95464
6410,96214
6460,96964
6510,97714
6560,98464
6610,99214
6660,99964
6710,100714
6760,101464
6810,102214
6860,102964
6910,103714
6960,104464
7010,105214
7060,105964
7110,106714
7160,107464
7210,108214
7260,108964
7310,109714
7360,110464
7410,111214
7460,111964
7510,112714
7560,113464
7610,114214
7660,114964
7710,115714
7760,116464
7810,117214
7860,117964
7910,118714
7960,119464
8010,120214
8060,120964
8110,121714
8160,122464
8210,123214
8260,123964
8310,124714
8360,125464
8410,126214
8460,126964
8510,127714
8560,128464
8610,129214
8660,129964
8710,130714
8760,131464
8810,132214
8860,132964
8910,133714
8960,134464
9010,135214
9060,135964
9110,136714
9160,137464
9210,138214
9260,138964
9310,139714
9360,140464
9410,141214
9460,141964
9510,142714
9560,143464
9610,144214
9660,144964
9710,145714
9760,146464
9810,147214
9860,147964
9910,148714
9960,149464
10000,150064
